filepath,original_filepath,filename,modality,vocal_channel,emotion_id,emotion,intensity_id,intensity,statement_id,statement,repetition_id,repetition,actor_id,label,duration,sample_rate,num_channels,split,audio_hash
audio/Actor_01/03-01-02-02-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-01-01.wav,03-01-02-02-02-01-01.wav,3,1,2,calm,2,strong,2,statement_2,1,first,1,1,4.20425,16000,1,train,d9505f1dbfc534b2451f057da6e53b566167f649b21a36795603c4f5d7a20c7c
audio/Actor_01/03-01-02-02-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-02-01.wav,03-01-02-02-02-02-01.wav,3,1,2,calm,2,strong,2,statement_2,2,second,1,1,4.004,16000,1,train,2064d9f1d7db17988aa5853f964058f115ed7543ab54237272951baad26131c9
audio/Actor_01/03-01-03-01-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,03-01-03-01-01-01-01.wav,3,1,3,happy,1,normal,1,statement_1,1,first,1,2,3.470188,16000,1,train,c58ad844324d392c77078b741d479485d8b9970727772561a9818074e6f4a2d8
audio/Actor_01/03-01-03-01-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,03-01-03-01-01-02-01.wav,3,1,3,happy,1,normal,1,statement_1,2,second,1,2,3.470125,16000,1,train,5565587e33dd0aa673520e54b48afa6f14e5a42513ddcfd1ad6eba9a053c48ba
audio/Actor_01/03-01-03-01-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,03-01-03-01-02-01-01.wav,3,1,3,happy,1,normal,2,statement_2,1,first,1,2,3.536875,16000,1,train,0fad3c305cc59e123ffa4ba42b2786ff21ceafe82692fbf4b82cf8db8eef7380
audio/Actor_01/03-01-03-01-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01.wav,3,1,3,happy,1,normal,2,statement_2,2,second,1,2,3.70375,16000,1,train,8549b6370c2d6b29c2574055c0f928659143394a64b72535d60e3a0f0dff371a
audio/Actor_01/03-01-03-02-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,03-01-03-02-01-01-01.wav,3,1,3,happy,2,strong,1,statement_1,1,first,1,2,3.670375,16000,1,train,eedea24804e06597955a4029f71d7ccd26479b2efc20c4b5123d226ae33a8276
audio/Actor_01/03-01-03-02-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,3,1,3,happy,2,strong,1,statement_1,2,second,1,2,3.637,16000,1,train,e8cdf1c1ddb98893ed3f6d63b9cf13210ea4f7c684160d08b6817b36e80313ab
audio/Actor_01/03-01-03-02-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01.wav,3,1,3,happy,2,strong,2,statement_2,1,first,1,2,3.93725,16000,1,train,e2fda6ace4db5bf4f41491dc68fb9e1c3864f7972f3157c7fa29a2eb66a11617
audio/Actor_01/03-01-03-02-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01.wav,3,1,3,happy,2,strong,2,statement_2,2,second,1,2,3.937312,16000,1,train,13aa1b190ef1a734fbd67372477d7d67de78dcce56716f712ba8e83c85cd5c28
audio/Actor_01/03-01-04-01-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01.wav,3,1,4,sad,1,normal,1,statement_1,1,first,1,3,3.837188,16000,1,train,20e94b80c7fb387584e76cb843bf09b141e57e5ffb0306df69cc29a3ace4429b
audio/Actor_01/03-01-04-01-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01.wav,3,1,4,sad,1,normal,1,statement_1,2,second,1,3,3.57025,16000,1,train,75336473b7a867fed5fac97a51bdb90580a191a062cd298132b5de45782225fc
audio/Actor_01/03-01-04-01-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01.wav,3,1,4,sad,1,normal,2,statement_2,1,first,1,3,3.5035,16000,1,train,dfc1e0ea773026c26ed9f066d8285d98344939d5d0a3c6eb24a031621f26d6bb
audio/Actor_01/03-01-04-01-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01.wav,3,1,4,sad,1,normal,2,statement_2,2,second,1,3,3.370062,16000,1,train,b4e9ff5178db8f009fc1ab83e48200cc93e3a64bd2b74971874597a6d7bf478c
audio/Actor_01/03-01-04-02-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,3,1,4,sad,2,strong,1,statement_1,1,first,1,3,3.803812,16000,1,train,1fde5f455c76318e341a5b6978499e0b71bb3e2603a44853d9578f0aa1bafe1c
audio/Actor_01/03-01-04-02-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,3,1,4,sad,2,strong,1,statement_1,2,second,1,3,3.70375,16000,1,train,3da45da0c69b8da2cec3dd288c56b5ba83958521d65ff12653218feefb0904a8
audio/Actor_01/03-01-04-02-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,3,1,4,sad,2,strong,2,statement_2,1,first,1,3,3.737125,16000,1,train,0f51532490aee26b94a289d932ee4316b2c330c83d50bfb830422150a545b1bf
audio/Actor_01/03-01-04-02-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,3,1,4,sad,2,strong,2,statement_2,2,second,1,3,3.737062,16000,1,train,67a2a98d167de1dc3971d1555f43132d3f6b7e20a057282a3ce15751e87fa6bc
audio/Actor_01/03-01-05-01-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,3,1,5,angry,1,normal,1,statement_1,1,first,1,4,3.870563,16000,1,train,95c90ac43aaa062c5af9bb49ea97e044b3173cfa8bd2abdbf4118daf7dfd1009
audio/Actor_01/03-01-05-01-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,3,1,5,angry,1,normal,1,statement_1,2,second,1,4,3.937312,16000,1,train,ab27d8933b1fa6e635513ceb9133c7b04ed01febf25519b7debb4fec576abe6f
audio/Actor_01/03-01-05-01-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,3,1,5,angry,1,normal,2,statement_2,1,first,1,4,3.5035,16000,1,train,02c96d385be6c5d078fed543ab3b2281a5c247e930a514c1e7001dc3711ca7ea
audio/Actor_01/03-01-05-01-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,3,1,5,angry,1,normal,2,statement_2,2,second,1,4,3.737062,16000,1,train,38388f791b7e0ada0c181aa14c1e27f7e69f6f53586ea88e97cde1bf405977cc
audio/Actor_01/03-01-05-02-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,3,1,5,angry,2,strong,1,statement_1,1,first,1,4,4.104125,16000,1,train,69f00a68a94e91761d41771e06d1cb40c1bff4c61d77c3c017e4aac9bfe8da18
audio/Actor_01/03-01-05-02-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,3,1,5,angry,2,strong,1,statement_1,2,second,1,4,4.371062,16000,1,train,67b65ed0bd50c873858a9ac8b2c751a84e3248d99798f58f424736d847a1c1f6
audio/Actor_01/03-01-05-02-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,3,1,5,angry,2,strong,2,statement_2,1,first,1,4,4.1375,16000,1,train,8ac125e5f04e8942757adbde63ce2f00c9c6833cfd82e8dae1fc718f2d095c2c
audio/Actor_01/03-01-05-02-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,3,1,5,angry,2,strong,2,statement_2,2,second,1,4,4.437812,16000,1,train,923014e60bac7b573e0a854c3994c6fd1cf817213bb5056a80bba76144c0df8e
audio/Actor_01/03-01-06-01-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,3,1,6,fearful,1,normal,1,statement_1,1,first,1,5,3.670375,16000,1,train,8b1240d80fc23502eddb175cc9444ee185001f860e8f7f994230f5938690fc90
audio/Actor_01/03-01-06-01-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,3,1,6,fearful,1,normal,1,statement_1,2,second,1,5,3.637,16000,1,train,fcfd14c0c27d08b686d24449548f9d149d06e52e6cba6e7e9bc1cc496a83a2b2
audio/Actor_01/03-01-06-01-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,3,1,6,fearful,1,normal,2,statement_2,1,first,1,5,3.436812,16000,1,train,5a27cf56b0c4e1814efcdf56fb3a6ef126cd898ebe69645c4e468aae54deaa86
audio/Actor_01/03-01-06-01-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,3,1,6,fearful,1,normal,2,statement_2,2,second,1,5,3.703688,16000,1,train,fca8a30cf1eef9d9ec8f6e219114b3dbc8473bd7f36daca23e6e3752fed07403
audio/Actor_01/03-01-06-02-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,3,1,6,fearful,2,strong,1,statement_1,1,first,1,5,5.005,16000,1,train,f8058153b138a71d899fb8fab83dee88f9d485e2e741b3f054410adb2e3f3bde
audio/Actor_01/03-01-06-02-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,3,1,6,fearful,2,strong,1,statement_1,2,second,1,5,4.237563,16000,1,train,2094638d691770ce71d5a48d1320ecc87f74c049ef492b11380299076e86a987
audio/Actor_01/03-01-06-02-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,3,1,6,fearful,2,strong,2,statement_2,1,first,1,5,3.970625,16000,1,train,5cf326727dc0e937a3f77781860d14de00cb3abbedf1a5497b1cb19cce75ff5f
audio/Actor_01/03-01-06-02-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,3,1,6,fearful,2,strong,2,statement_2,2,second,1,5,3.903938,16000,1,train,60538073a99b9d600e71e4152631daa838eaa2499d9c76b6009155d6ce172b80
audio/Actor_01/03-01-07-01-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,3,1,7,disgust,1,normal,1,statement_1,1,first,1,6,3.870563,16000,1,train,4720be6d5088db10dfad136521c55434543e46d5c170a5568af9dc2e8fda0fca
audio/Actor_01/03-01-07-01-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,3,1,7,disgust,1,normal,1,statement_1,2,second,1,6,3.903938,16000,1,train,1f5913b6e228f6e8b751923cee44ff24ff04fa7e0707c6cabe05e757ca3d3ba5
audio/Actor_01/03-01-07-01-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,3,1,7,disgust,1,normal,2,statement_2,1,first,1,6,3.903938,16000,1,train,b3f623b4f11eaa98a6bdb7355ca87f149b85862f69da50321b89d3305bde76bf
audio/Actor_01/03-01-07-01-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,3,1,7,disgust,1,normal,2,statement_2,2,second,1,6,3.837188,16000,1,train,a52127b6fd8fec4e6c167cdc7283d0cdbde87ed73ab1ef392b44b90c049f9719
audio/Actor_01/03-01-07-02-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,3,1,7,disgust,2,strong,1,statement_1,1,first,1,6,4.304312,16000,1,train,f88dbcfdf896c5b0779d649c161a109ecc24f92016dc01fb8d2e8f718094fbfd
audio/Actor_01/03-01-07-02-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,3,1,7,disgust,2,strong,1,statement_1,2,second,1,6,4.104125,16000,1,train,44b37c0e661db6370938e604e1c6061cb5f59b9f49be49ff7227d0535041e2c1
audio/Actor_01/03-01-07-02-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,3,1,7,disgust,2,strong,2,statement_2,1,first,1,6,4.037375,16000,1,train,4ceca8a31c2f98046cfa9e4bd97582c052750200d8b4c77543edee42100ed650
audio/Actor_01/03-01-07-02-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,3,1,7,disgust,2,strong,2,statement_2,2,second,1,6,4.371062,16000,1,train,93785d5e944af34243db0385219fdc4a68b0da42ca3405e0d727e7bffd2bff77
audio/Actor_01/03-01-08-01-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,3,1,8,surprised,1,normal,1,statement_1,1,first,1,7,3.403437,16000,1,train,6afd3ea19b5e3c782cd8c35110e2d76f53e3d29577f45ebc37c27756034b4b14
audio/Actor_01/03-01-08-01-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,3,1,8,surprised,1,normal,1,statement_1,2,second,1,7,3.269938,16000,1,train,ee4f7b9162a554e4926b69706a0e5578ae841fb8437620004afc92600a0e17ff
audio/Actor_01/03-01-08-01-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,3,1,8,surprised,1,normal,2,statement_2,1,first,1,7,3.536875,16000,1,train,bcd700c1b0a2084a6650418f8ba07079922b40356cc11a01c846014b291ad615
audio/Actor_01/03-01-08-01-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,3,1,8,surprised,1,normal,2,statement_2,2,second,1,7,3.269938,16000,1,train,6f51a2a453d541bbb08da939153214fd0fbccfa672b6e316cd62ca196e0e8e0b
audio/Actor_01/03-01-08-02-01-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,3,1,8,surprised,2,strong,1,statement_1,1,first,1,7,3.43675,16000,1,train,f308596c9345423abd331b96b00ce741c6126baeaab1aaed2dd8fd79caabc9a2
audio/Actor_01/03-01-08-02-01-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,3,1,8,surprised,2,strong,1,statement_1,2,second,1,7,3.57025,16000,1,train,9fb52c897a7f6ad53d679ce55fcdfdfc0cf55a37a98432c7283ae5338c9b24a1
audio/Actor_01/03-01-08-02-02-01-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,3,1,8,surprised,2,strong,2,statement_2,1,first,1,7,3.5035,16000,1,train,30374c42f69a88962252db7ad031cea694e08a2672d0a9ecfb93cf3e28d6cc62
audio/Actor_01/03-01-08-02-02-02-01.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,3,1,8,surprised,2,strong,2,statement_2,2,second,1,7,3.269938,16000,1,train,c82cf83b832750ee4b72d3c0735def844a31a5484a164bd56ebc01abde62615b
audio/Actor_02/03-01-01-01-01-01-02.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,3,1,1,neutral,1,normal,1,statement_1,1,first,2,0,3.637,16000,1,train,75fa887d8a84500022b82a7ffe8a43e106ca546dd98c73acdbcedfd76cb3b12a
audio/Actor_02/03-01-01-01-01-02-02.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,3,1,1,neutral,1,normal,1,statement_1,2,second,2,0,3.603625,16000,1,train,076ff404320fe31d28d99119a9ac5040c0de19761b0bab9a56562a0270b937a3
audio/Actor_02/03-01-01-01-02-01-02.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,3,1,1,neutral,1,normal,2,statement_2,1,first,2,0,3.770437,16000,1,train,c3b0f1513121cfe108bab476e077546038943fd1e77fb64da1c6ee37cd47b6a5
audio/Actor_02/03-01-01-01-02-02-02.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,3,1,1,neutral,1,normal,2,statement_2,2,second,2,0,3.603625,16000,1,train,510d16346feaa351d57e1b400b0ca86d1fbb9e17d15e570cf30501f3a0814789
audio/Actor_02/03-01-02-01-01-01-02.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,3,1,2,calm,1,normal,1,statement_1,1,first,2,1,3.837188,16000,1,train,664d4eccc3a77dd4b560110e91b793d194f176156e5c05908bed9f84cba5b0e6
audio/Actor_02/03-01-02-01-01-02-02.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,3,1,2,calm,1,normal,1,statement_1,2,second,2,1,4.004,16000,1,train,53047358050be615f5ecdcf678ee0ec94e44af0b6f39ea03077b37c4f07310dd
audio/Actor_02/03-01-02-01-02-01-02.wav,/Users/himanshipatel/Documents/Project/sem_3/Speech_audio_emotion/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,3,1,2,calm,1,normal,2,statement_2,1,first,2,1,3.837188,16000,1,train,18dacc4e3ab6bd11b9ba6271269c76abd71354c4fac77056b7004f8497e3a894
