filepath,filename,actor_id,actor_code,word,emotion,label,sample_rate,num_channels,duration,num_samples,file_size,sha256,split
audio/OAF_ditch_fear.wav,OAF_ditch_fear.wav,1,OAF,ditch,fear,2,16000,1,1.8033,28853,57750,d801e6400dede6954c52df38ea76e0b30c4affb13e7079c47bdd60b60a492f56,train
audio/OAF_dodge_fear.wav,OAF_dodge_fear.wav,1,OAF,dodge,fear,2,16000,1,1.8364,29382,58808,1d705a17a57d573559c75ed0b3b83da6d9584353122131a867b155c8829a9eea,train
audio/OAF_dog_fear.wav,OAF_dog_fear.wav,1,OAF,dog,fear,2,16000,1,1.4803,23684,47412,9485f65f63435acf431790a630ec3ad5044a9cd5761893c207ad6ce2d189b57d,validation
audio/OAF_doll_fear.wav,OAF_doll_fear.wav,1,OAF,doll,fear,2,16000,1,1.6749,26799,53642,0bda9b03105b8c3bd9db80fa623c3102e76ee7d99fe4d604d00a3051468aad57,train
audio/OAF_door_fear.wav,OAF_door_fear.wav,1,OAF,door,fear,2,16000,1,1.4985,23976,47996,722d92fc4e1ef0b9235b0d1950206387d6b4f0f1496eddd6de55aa16a415a726,train
audio/OAF_fail_fear.wav,OAF_fail_fear.wav,1,OAF,fail,fear,2,16000,1,1.5562,24899,49842,5dee2f258bf186fd045b9da3d41e991f6a3495d88e4d14a44f9c85d3b70322dc,test
audio/OAF_fall_fear.wav,OAF_fall_fear.wav,1,OAF,fall,fear,2,16000,1,1.5851,25362,50768,7f4555b042d7c8ef8e788b432d9e1bc866b5fa3cc212e145e85c962bd4e1d0c4,train
audio/OAF_far_fear.wav,OAF_far_fear.wav,1,OAF,far,fear,2,16000,1,1.5958,25532,51108,4d66e0150ffc6437f0b246a2487fcfdff517f106d3ea27e00a80f0c61e245537,train
audio/OAF_fat_fear.wav,OAF_fat_fear.wav,1,OAF,fat,fear,2,16000,1,1.6009,25614,51272,94e9475ff8f902dead36b2dc62aef156551f71c0769c6f756ba953b5f131da52,train
audio/OAF_fit_fear.wav,OAF_fit_fear.wav,1,OAF,fit,fear,2,16000,1,1.5836,25338,50720,9cfc257148802984ccb6acd7a68bd94015d719db928a933b174b51a5e5323604,train
audio/OAF_five_fear.wav,OAF_five_fear.wav,1,OAF,five,fear,2,16000,1,1.7106,27370,54784,97ac885f6cbf61e20e2699643c641670878bed5eff274b9ea3bc4a8558aa24a1,train
audio/OAF_food_fear.wav,OAF_food_fear.wav,1,OAF,food,fear,2,16000,1,1.5122,24195,48434,61a6ebb81c6da8797034a4acaf1ee5866ba33d9d01f9a39f596ff71fc29c9066,train
audio/OAF_gap_fear.wav,OAF_gap_fear.wav,1,OAF,gap,fear,2,16000,1,1.6879,27007,54058,86b1dfcb57f316708f8b5fde89ffebbd12a4835f5d17d0c450affa1a85dd7494,train
audio/OAF_gas_fear.wav,OAF_gas_fear.wav,1,OAF,gas,fear,2,16000,1,1.557,24912,49868,d56a3068e3d7281f1a2bbcdd86f32151e849e1d2a06817cd353491e5eaa81a46,train
audio/OAF_gaze_fear.wav,OAF_gaze_fear.wav,1,OAF,gaze,fear,2,16000,1,1.6834,26935,53914,e31f591809a7398037094d30db70fedfe6d4c26da825e85be23bff56c2311310,train
audio/OAF_germ_fear.wav,OAF_germ_fear.wav,1,OAF,germ,fear,2,16000,1,1.6567,26507,53058,4898617d2fb584b298b14c6669eadfd181fcb74bb2e198cf115a7a5f8b827869,train
audio/OAF_get_fear.wav,OAF_get_fear.wav,1,OAF,get,fear,2,16000,1,1.2979,20766,41576,b4ba453b087c4a436c5dcce1cc1edc2934c282b550f97b1227b759f5232bbb42,test
audio/OAF_gin_fear.wav,OAF_gin_fear.wav,1,OAF,gin,fear,2,16000,1,1.5631,25009,50062,4cadba195ed7a6feff7e183292e306b8b37ca3cd744f925a5968b4d6c3e20027,validation
audio/OAF_goal_fear.wav,OAF_goal_fear.wav,1,OAF,goal,fear,2,16000,1,1.5934,25494,51032,f2df247c340fea8f323d88e1148057ea7a673232986aa81ff3148e04fc787101,validation
audio/OAF_good_fear.wav,OAF_good_fear.wav,1,OAF,good,fear,2,16000,1,1.4809,23695,47434,e4a633e6c7bb92448fdc586dd1c202104af5782aa296c1babb5ac7fb035f06ff,train
audio/OAF_goose_fear.wav,OAF_goose_fear.wav,1,OAF,goose,fear,2,16000,1,1.5972,25555,51154,e8c48ea7a1450b8a83ada968ff2d3ea743a9865639498f57b963dc1ed80361a5,test
audio/OAF_gun_fear.wav,OAF_gun_fear.wav,1,OAF,gun,fear,2,16000,1,1.6813,26901,53846,e9b5755bc0872255399128d3f21d8a859a9abfa84e6494a851efd2ceb1f2a2bd,train
audio/OAF_half_fear.wav,OAF_half_fear.wav,1,OAF,half,fear,2,16000,1,1.6563,26501,53046,730dbb8594dc89e037a53ede943a373d1e9a13f2fe9e52a1547e602c533f0929,validation
audio/OAF_hall_fear.wav,OAF_hall_fear.wav,1,OAF,hall,fear,2,16000,1,1.3913,22261,44566,75ff611ac48624e85441fa258d0ae03858429717ac61590782b672543ac12628,train
audio/OAF_hash_fear.wav,OAF_hash_fear.wav,1,OAF,hash,fear,2,16000,1,1.8289,29263,58570,83cccb06b5db4dbede9d5b575c156c0495389272e485432f0fdf77d473af167c,train
audio/OAF_hate_fear.wav,OAF_hate_fear.wav,1,OAF,hate,fear,2,16000,1,1.4971,23954,47952,551884156bfa2fab2de98903fbbf2526c18edd551d7fe2cb832ff9654599220a,test
audio/OAF_have_fear.wav,OAF_have_fear.wav,1,OAF,have,fear,2,16000,1,1.4928,23884,47812,adeaca8f9af907e7ce5a33c22ed129b149d6fa2ddc16f4cebbc601824003012e,validation
audio/OAF_haze_fear.wav,OAF_haze_fear.wav,1,OAF,haze,fear,2,16000,1,1.5839,25342,50728,bac189a2ea1e4c90b3e012a427dbd2a7ff3dab33365752056bac1b88cc0ff806,validation
audio/OAF_hire_fear.wav,OAF_hire_fear.wav,1,OAF,hire,fear,2,16000,1,1.6607,26572,53188,0add60dfc41215e792537e7424c398ef859d959b97a15e9c10d6b96d8d6a661f,train
audio/OAF_hit_fear.wav,OAF_hit_fear.wav,1,OAF,hit,fear,2,16000,1,1.5952,25523,51090,835e358cce18fe6a47eb1644aa5230e0e60e6c38bdacf6bf39a3f552f4898198,train
audio/OAF_hole_fear.wav,OAF_hole_fear.wav,1,OAF,hole,fear,2,16000,1,1.4461,23138,46320,2b16f37874d70563eb456b25312361cf81acd0ec546620bac6fc1781a475c920,train
audio/OAF_home_fear.wav,OAF_home_fear.wav,1,OAF,home,fear,2,16000,1,1.5607,24971,49986,008fb910e85271243ff0ac9c77cf9e898a97e709b0e160bdc9aea919dbe57281,validation
audio/OAF_hurl_fear.wav,OAF_hurl_fear.wav,1,OAF,hurl,fear,2,16000,1,1.3931,22290,44624,ef317137b576607a20bfa2888d4f9f55eddef608fe6e0446279060b5f95f3ed0,train
audio/OAF_hush_fear.wav,OAF_hush_fear.wav,1,OAF,hush,fear,2,16000,1,1.5433,24693,49430,112378ec5222f736abda6457ed29a5743b7b08162e68ea904fe40816d220d4ff,train
audio/OAF_jail_fear.wav,OAF_jail_fear.wav,1,OAF,jail,fear,2,16000,1,1.7289,27663,55370,ba9b35aba3da4728c4463c223ead3441154207199716c1493cdf605a6d6a15f1,train
audio/OAF_jar_fear.wav,OAF_jar_fear.wav,1,OAF,jar,fear,2,16000,1,1.6573,26517,53078,91d6379da01c2c4db30ce54fdf795765c22a61d89c2c4bdbf587e59671ab5671,train
audio/OAF_join_fear.wav,OAF_join_fear.wav,1,OAF,join,fear,2,16000,1,1.5159,24254,48552,a6e860d9cf8e31d94cacc070d07dba441e2a9a5a3c01f67b37e14494523a852d,train
audio/OAF_judge_fear.wav,OAF_judge_fear.wav,1,OAF,judge,fear,2,16000,1,1.4231,22770,45584,ecb50a54690cb3d7bbd53612720b991d848c33c1803d9d8f309cf96a73efb0c4,train
audio/OAF_jug_fear.wav,OAF_jug_fear.wav,1,OAF,jug,fear,2,16000,1,1.8269,29230,58504,be2edff3ffc3791bb403dfe49d6640f48ef4513c0e4a46c68ea314d08f23fa35,train
audio/OAF_juice_fear.wav,OAF_juice_fear.wav,1,OAF,juice,fear,2,16000,1,1.6342,26148,52340,c47feb131e553ca153ed23927dc482afef523aa48c78a898f1d11977b21a9f8e,test
audio/OAF_keen_fear.wav,OAF_keen_fear.wav,1,OAF,keen,fear,2,16000,1,1.5999,25599,51242,c789aea1067c5faa291567899d8be1f7f74592368efd7b6f2d1cc8ba2505f5f4,validation
audio/OAF_keep_fear.wav,OAF_keep_fear.wav,1,OAF,keep,fear,2,16000,1,1.6756,26809,53662,66ddd9aa1e53622f7f7c7daeee87131616122133df7b9a775490108e2d1d1e38,train
audio/OAF_keg_fear.wav,OAF_keg_fear.wav,1,OAF,keg,fear,2,16000,1,1.6314,26102,52248,afdfe37ddef52013092e9373d2c195b18aac1cb9a13b936a27f04287e0313e16,test
audio/OAF_kick_fear.wav,OAF_kick_fear.wav,1,OAF,kick,fear,2,16000,1,1.4254,22807,45658,bfb08e6b1421e0622ff3295c6aab4cffee2f51f4a6e0b71db38c4516ace85c38,train
audio/OAF_kill_fear.wav,OAF_kill_fear.wav,1,OAF,kill,fear,2,16000,1,1.5066,24105,48254,ad88a4fe7337b86c707547ae227eeb6791916e94165281671b477de633b972f7,train
audio/OAF_king_fear.wav,OAF_king_fear.wav,1,OAF,king,fear,2,16000,1,1.6086,25737,51518,d25b9971a4a5ff8ff9a078e2388cf3cfb7e7fa2e92bbf72188c1f7703010a7fc,train
audio/OAF_kite_fear.wav,OAF_kite_fear.wav,1,OAF,kite,fear,2,16000,1,1.4606,23370,46784,9a0671e616f1a9dc47bd96d284d2201a26ca65eb9af759fc8607c20f25647689,train
audio/OAF_knock_fear.wav,OAF_knock_fear.wav,1,OAF,knock,fear,2,16000,1,1.5391,24625,49294,e96a05d14ab48c4d834ad0b55ffb60ecbf5d359a1638ea807ac5f520428dca6d,train
audio/OAF_late_fear.wav,OAF_late_fear.wav,1,OAF,late,fear,2,16000,1,1.8246,29194,58432,3f45e15436e1d9ab98706bd1092d25dfe1869a1f52720b01992308cff37d3f1d,validation
audio/OAF_laud_fear.wav,OAF_laud_fear.wav,1,OAF,laud,fear,2,16000,1,1.5294,24470,48984,6c7d78b5a9a6450f4afadd1e734a5e7e88d9be4692ee3ab1ece19fd338bf4236,train
audio/OAF_lean_fear.wav,OAF_lean_fear.wav,1,OAF,lean,fear,2,16000,1,1.4872,23796,47636,0e316e6b23b98df99426dd617085da3ea372586fe1691f944b7c51d69a99d17a,train
audio/OAF_learn_fear.wav,OAF_learn_fear.wav,1,OAF,learn,fear,2,16000,1,1.6991,27186,54416,4d70dc19349591032089caba13c87bed3655301a24eef22970f565f56f03bbba,validation
audio/OAF_lease_fear.wav,OAF_lease_fear.wav,1,OAF,lease,fear,2,16000,1,1.5941,25505,51054,dda8684a32a5d39406ea341a3187ff7c20990d24a5c5c68f6ce776b8097f71a7,train
audio/OAF_lid_fear.wav,OAF_lid_fear.wav,1,OAF,lid,fear,2,16000,1,1.5826,25322,50688,42b921daa736ee989ea5f1ad7abafeab729816a6fe802d801b7eb8761fc53355,train
audio/OAF_life_fear.wav,OAF_life_fear.wav,1,OAF,life,fear,2,16000,1,1.8088,28941,57926,34dcc9c241ef4f2383e1de44fa37931a63c1a605591e2c590abacf9fbf280298,train
audio/OAF_limb_fear.wav,OAF_limb_fear.wav,1,OAF,limb,fear,2,16000,1,1.4651,23442,46928,4ac7970127a1e5d5e3efd2211163f8b3f4ad826912b8ec117f1893233b63d3ab,test
audio/OAF_live_fear.wav,OAF_live_fear.wav,1,OAF,live,fear,2,16000,1,1.6212,25939,51922,8c9fe457dec922340e985e51a9acb1ff42b15908171fd9d9f8e3f13617be237b,test
audio/OAF_loaf_fear.wav,OAF_loaf_fear.wav,1,OAF,loaf,fear,2,16000,1,1.7091,27346,54736,d365528964b6c276e8d72c98b25b1391d2a697e89985fd9c66607bd0ba7c03a1,validation
audio/OAF_long_fear.wav,OAF_long_fear.wav,1,OAF,long,fear,2,16000,1,1.4963,23940,47924,01122af682594da3cedb33adc58d0ba84a1e8e13964037ceb72ccece15f329b5,train
audio/OAF_lore_fear.wav,OAF_lore_fear.wav,1,OAF,lore,fear,2,16000,1,1.6744,26790,53624,9a7bc65bba0284dc25f2d2e8fe75a9a8ff7a2085d0bb7a50d8d4668c55a30525,validation
audio/OAF_lose_fear.wav,OAF_lose_fear.wav,1,OAF,lose,fear,2,16000,1,1.4464,23143,46330,79f2a8c4d4f88d4cda89a31833d3329bb694f7a3927d81493f1d2c5018952a75,test
audio/OAF_lot_fear.wav,OAF_lot_fear.wav,1,OAF,lot,fear,2,16000,1,1.5453,24725,49494,833bfde299328c131ffdfe1ed8a695a7de0a154d7756e604e4108015e4a7611f,train
audio/OAF_love_fear.wav,OAF_love_fear.wav,1,OAF,love,fear,2,16000,1,1.5406,24650,49344,b86790184a418969c6df1dab8679a40ddeb6e8b0b867fffe6e38fdab03b7e241,train
audio/OAF_luck_fear.wav,OAF_luck_fear.wav,1,OAF,luck,fear,2,16000,1,1.6202,25923,51890,e7382c1574c1e69093142630d7a0157407ba3f25bfeaa0becf6e51c128a47ba3,train
audio/OAF_make_fear.wav,OAF_make_fear.wav,1,OAF,make,fear,2,16000,1,1.5602,24963,49970,40ab0fa7fb5856836284ece4702c3f119b3a8d29fcec19de9fc8551d5163fa01,train
audio/OAF_match_fear.wav,OAF_match_fear.wav,1,OAF,match,fear,2,16000,1,1.6424,26279,52602,86d9c6f629d77a1794e1eb37985a5f4863b0a90b6716d353a9df0ab1a2df085a,train
audio/OAF_merge_fear.wav,OAF_merge_fear.wav,1,OAF,merge,fear,2,16000,1,1.6837,26939,53922,06229b395a346226049282dbc65dd89a1af523728177ef4f8e7917a3c73f89f1,train
audio/OAF_mess_fear.wav,OAF_mess_fear.wav,1,OAF,mess,fear,2,16000,1,1.7018,27228,54500,d6a5aa48148c5a17237577f1e8599e588135f73722e46b08f065b7c1b51e119e,test
audio/OAF_met_fear.wav,OAF_met_fear.wav,1,OAF,met,fear,2,16000,1,1.4828,23724,47492,021dba52d7ecc249747db2b1c5c0ea2a5194a158920f1ca47daf043f371810f5,train
audio/OAF_mill_fear.wav,OAF_mill_fear.wav,1,OAF,mill,fear,2,16000,1,1.4984,23974,47992,2f4555cdc4f4d54efd7ed0b5d0e863fb2d4c234aa793b383497be9707673c78b,train
audio/OAF_mob_fear.wav,OAF_mob_fear.wav,1,OAF,mob,fear,2,16000,1,1.5682,25092,50228,b9020da27f8c6dd214d1e062edfc7c0fe4f9da37d0b9c65c53c6358f70b190aa,test
audio/OAF_mode_fear.wav,OAF_mode_fear.wav,1,OAF,mode,fear,2,16000,1,1.5644,25030,50104,aa1486e76c2d058f28d4a58a0f89b654439c70f8951ec258158ebaadb524f208,test
audio/OAF_mood_fear.wav,OAF_mood_fear.wav,1,OAF,mood,fear,2,16000,1,1.3869,22191,44426,f4af895ecc6cb97cc90127c20d3a4ac1892e64b4753fb6b6904836e361177b7b,train
audio/OAF_moon_fear.wav,OAF_moon_fear.wav,1,OAF,moon,fear,2,16000,1,1.5371,24594,49232,c8230f799cc718866291e722dc39e4662a7925994cc9c1de829ea470bf6fdbd3,train
audio/OAF_mop_fear.wav,OAF_mop_fear.wav,1,OAF,mop,fear,2,16000,1,1.5765,25224,50492,c57b3f494b1072b8e47d33b7b2b1c9d10fba23d7cd3baafd14b0d0b468c461e9,test
audio/OAF_mouse_fear.wav,OAF_mouse_fear.wav,1,OAF,mouse,fear,2,16000,1,1.5943,25509,51062,8ba889f4a6a965cb97bb191006d310baa3579c4e14eabc5e4ddf63c64ba4f4a1,validation
audio/OAF_nag_fear.wav,OAF_nag_fear.wav,1,OAF,nag,fear,2,16000,1,1.7132,27412,54868,af60408cbe78da52daf0fe7d269f5ca0d9d0cec0260f406f31ffb65dee2c7d28,train
audio/OAF_name_fear.wav,OAF_name_fear.wav,1,OAF,name,fear,2,16000,1,1.5325,24520,49084,53709e5a0e7492cc3bde7befb0e79704ab31af2d7eb28d9eb87131fc4ff2f035,train
audio/OAF_near_fear.wav,OAF_near_fear.wav,1,OAF,near,fear,2,16000,1,1.4054,22487,45018,773b6de7ac7ef6693f500cdebad7ff213b351f087e563f6435d9beface626f5a,validation
audio/OAF_neat_fear.wav,OAF_neat_fear.wav,1,OAF,neat,fear,2,16000,1,1.4994,23991,48026,60e75bcad433212cef03047e8ce603b504a28bf0b5d173ef196b9d6e518dcfae,train
audio/OAF_nice_fear.wav,OAF_nice_fear.wav,1,OAF,nice,fear,2,16000,1,1.7718,28349,56742,ef40231c0b3a6201d19750df90122ef85ca5bc6af0954235993867ddddce1096,train
audio/OAF_note_fear.wav,OAF_note_fear.wav,1,OAF,note,fear,2,16000,1,1.4741,23585,47214,be27c9e169c545f46972505549f568feb07b49d95def235407d0e45c6d6113c9,train
audio/OAF_numb_fear.wav,OAF_numb_fear.wav,1,OAF,numb,fear,2,16000,1,1.561,24976,49996,9f24c0af6e405d394a094d0f0fe1fb4c5ff109e47309886ff4ed73180df05169,train
audio/OAF_pad_fear.wav,OAF_pad_fear.wav,1,OAF,pad,fear,2,16000,1,1.5046,24073,48190,74d82f2c21e945aa0aa4e4749b5fb591180f4221512e225675bb29740c1826ea,train
audio/OAF_page_fear.wav,OAF_page_fear.wav,1,OAF,page,fear,2,16000,1,1.6917,27067,54178,dc698ba693ce0fc56a692f79827da63d42bd38f12ef097db944b765c5e8a0bb6,test
audio/OAF_pain_fear.wav,OAF_pain_fear.wav,1,OAF,pain,fear,2,16000,1,1.7378,27805,55654,d53d2ed6b3d11ec77c5ca61b913e66903e598663c458ff2832d1b310583ce735,train
audio/OAF_pass_fear.wav,OAF_pass_fear.wav,1,OAF,pass,fear,2,16000,1,1.5284,24454,48952,7496cd6f1d2a8de5ad59e4b4f9de13402195f3e66e3281909dbe8a8bfee85b69,train
audio/OAF_pearl_fear.wav,OAF_pearl_fear.wav,1,OAF,pearl,fear,2,16000,1,1.5483,24773,49590,155c5bffe7d7f7ae6a1a1b5f7fc96b5fcca73585bfa470dd16a29f298d51d2e3,train
audio/OAF_peg_fear.wav,OAF_peg_fear.wav,1,OAF,peg,fear,2,16000,1,1.5119,24191,48426,0e87f1f34de428eed7c7dfe2b7e4e8f997fb6bcd71ae303fcaca646f7a3ca0d7,train
audio/OAF_perch_fear.wav,OAF_perch_fear.wav,1,OAF,perch,fear,2,16000,1,1.5814,25303,50650,2c1ffc02e24a29bf735ebbd65dcf1a55a93fd436feb896b4215b632fbfb21076,test
audio/OAF_phone_fear.wav,OAF_phone_fear.wav,1,OAF,phone,fear,2,16000,1,1.5584,24934,49912,28d6bb133cd5f721b1d05e4f52846885311df2ac30397a52816474cf213497d8,train
audio/OAF_pick_fear.wav,OAF_pick_fear.wav,1,OAF,pick,fear,2,16000,1,1.5411,24657,49358,338b6924b693c39de5bc47ff6929110429a21b46197a7974307dd11db5968e0e,train
audio/OAF_pike_fear.wav,OAF_pike_fear.wav,1,OAF,pike,fear,2,16000,1,1.5607,24971,49986,3ba03cd14617d7a4f176e2acc8b8e719678e30553fbe1c25f8e2e941bb198c2e,train
audio/OAF_pole_fear.wav,OAF_pole_fear.wav,1,OAF,pole,fear,2,16000,1,1.9861,31777,63598,be6bf98c4bb1d512af13a4a1a2425c398f5467eac040b178ad501e98a3f1092a,train
audio/OAF_pool_fear.wav,OAF_pool_fear.wav,1,OAF,pool,fear,2,16000,1,1.5176,24281,48606,c5de3c31779eb32ade77fc11a320151bedd02f1d62e666cc889d8b30e9b8900b,train
audio/OAF_puff_fear.wav,OAF_puff_fear.wav,1,OAF,puff,fear,2,16000,1,1.5812,25299,50642,c19ee31b7b1eca36cb3ea75520b4c9abc0be6c8f1cef04a995c70bd038db691b,train
audio/OAF_rag_fear.wav,OAF_rag_fear.wav,1,OAF,rag,fear,2,16000,1,1.5729,25167,50378,4fcc25c22e1568f5c8328998bbc2c0a9b683f1c975e8c1b33024cd763148cbcd,train
audio/OAF_raid_fear.wav,OAF_raid_fear.wav,1,OAF,raid,fear,2,16000,1,1.5594,24951,49946,0cf0f736f18229942358297759d21ea3bf0e14180ab25105238d26e885219acf,test
audio/OAF_rain_fear.wav,OAF_rain_fear.wav,1,OAF,rain,fear,2,16000,1,1.6148,25837,51718,d2a9eb04fc56f17e55040d2bd9c261beb924815efab954c88929e8729ff1e576,test
audio/OAF_raise_fear.wav,OAF_raise_fear.wav,1,OAF,raise,fear,2,16000,1,1.5831,25329,50702,bfcd7ec548ecfa25e834fd69b4f6eea40c23c18b79245d3b9185a65bc7187586,validation
audio/OAF_rat_fear.wav,OAF_rat_fear.wav,1,OAF,rat,fear,2,16000,1,1.6505,26408,52860,226df76fdb6941ba785a5e2fd987d077bd0b9887ffa176885346d0971fc35c8b,train
audio/OAF_reach_fear.wav,OAF_reach_fear.wav,1,OAF,reach,fear,2,16000,1,1.7064,27302,54648,b95b4371ebccd4917600dc90e8beb69abc8efd7d53a174102cfb4c66061624fc,train
